Producto,Marca,Modelo,Calificación,Fecha,Texto,texto_limpio,sentimiento,tokens,dominant_topic,sentimiento_vader,category,vector
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"muy cómodo de usar, estaba acostumbrado al SE de 2da Gen. hasta que decidí cambiarme a este y me ha servido para ver mejor mi material de estudio.",cómodo usar acostumbrado gen decidir cambiarme servido ver mejor material estudio,0,"['cómodo', 'usar', 'acostumbrado', 'gen', 'decidir', 'cambiarme', 'servido', 'ver', 'mejor', 'material', 'estudio']",1,1,Bateria,"158,80,354,2352,2351,2350,1243,170,32,240,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,3 de 5 estrellas.,hace 2 años,"El cel es bueno, toma buenas fotos, adaptable a la necesidad del comprador, excelente durabilidad de la batería, debería tener pantalla más grande",cel bueno tomar buena foto adaptable necesidad comprador excelente durabilidad baterío deber tener pantalla grande,1,"['cel', 'bueno', 'tomar', 'buena', 'foto', 'adaptable', 'necesidad', 'comprador', 'excelente', 'durabilidad', 'baterío', 'deber', 'tener', 'pantalla', 'grande']",1,0,Bateria,"378,17,113,68,4,574,366,1242,6,479,342,203,139,38,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 10 meses,"Es un equipo que vale la Pena el costo , tiene todas las necesidades que busco y el tamaño es ideal, es decir la calidad de la cámara es perfecta",equipo valer pena costo todo necesidad buscar tamaño ideal decir calidad cámaro perfecto,1,"['equipo', 'valer', 'pena', 'costo', 'necesidad', 'buscar', 'tamaño', 'ideal', 'decir', 'calidad', 'cámaro', 'perfecto']",2,1,Camara,"8,244,268,359,366,292,7,127,71,2,76,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Lo tengo Hace 3 meses y me Encanta la Batería sobre todo que me dura 1 día y medio y lo más 2 días estoy Súper feliz con mi compra lo recomiendo,hacer mes encanto batería duro día medio día súper feliz compra recomeir,0,"['hacer', 'mes', 'encanto', 'batería', 'duro', 'día', 'medio', 'día', 'súper', 'feliz', 'compra', 'recomeir']",0,0,Rendimiento,"48,124,67,56,41,28,104,28,57,107,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Buen tamaño, procesador rápido, cámara con buena resolución pero de corto zoom.Viene sin audífonos y sin cargador, solo con el cable de carga.",buen tamaño procesador rápido cámara buen resolución corto zoomvienir audífono cargador solo cable cargo,0,"['buen', 'tamaño', 'procesador', 'rápido', 'cámara', 'buen', 'resolución', 'corto', 'zoomvienir', 'audífono', 'cargador', 'solo', 'cable', 'cargo']",1,-1,Bateria,"1,7,140,10,20,1,125,915,2346,426,54,66,131,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,El producto impecable el transporte de entrega malo entregaron el celular en otro domicilio menos mal que lo devolvieron a la dirección exacta.,producto impecable transporte entrega malo entregar celular domicilio menos mal devolver dirección exacto,-1,"['producto', 'impecable', 'transporte', 'entrega', 'malo', 'entregar', 'celular', 'domicilio', 'menos', 'mal', 'devolver', 'dirección', 'exacto']",0,0,Rendimiento,"3,388,2344,29,5,46,14,619,208,18,978,2193,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Es un dispositivo genial, rápido, de buen tamaño, con una cámara increíble, corren todas mis apps sin inconvenientes, estoy feliz con mi compra",dispositivo genial rápido buen tamaño cámara increíble correr todo apps inconveniente feliz compra,1,"['dispositivo', 'genial', 'rápido', 'buen', 'tamaño', 'cámara', 'increíble', 'correr', 'apps', 'inconveniente', 'feliz', 'compra']",1,-1,Bateria,"319,50,10,1,7,20,109,361,537,145,107,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Es un producto genial, corresponde a las imágenes, toma buenas fotos, es súper rápido, la batería dura bastante. Súper contento con la compra.",producto genial corresponder imagen tomar buena foto súper rápido batería duro bastante súper contento compra,1,"['producto', 'genial', 'corresponder', 'imagen', 'tomar', 'buena', 'foto', 'súper', 'rápido', 'batería', 'duro', 'bastante', 'súper', 'contento', 'compra']",0,1,Rendimiento,"3,50,27,31,113,68,4,57,10,56,41,75,57,134,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Me cambie de android a iPhone y es muy notoria sus diferencias ,celular rápido con buena interfaz entre aplicaciones entre otros lo recomiendo",cambiar android iphone notorio diferencia celular rápido buen interfaz aplicación recomeir,0,"['cambiar', 'android', 'iphone', 'notorio', 'diferencia', 'celular', 'rápido', 'buen', 'interfaz', 'aplicación', 'recomeir']",1,0,Bateria,"237,218,35,2045,416,14,10,1,521,132,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Buen smartphone, genial y lo compré a buen precio, me pase del 8 al 13, el 8 lo use como 4 años, ahora a darle otros 4 años  a este 13 jajaja",buen smartphonir genial compré buen precio pasar usar año ahora dar él año jajajar,1,"['buen', 'smartphonir', 'genial', 'compré', 'buen', 'precio', 'pasar', 'usar', 'año', 'ahora', 'dar', 'año', 'jajajar']",1,1,Bateria,"1,363,50,524,1,24,327,80,175,62,151,175,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Muy bueno el celular lo único que en la descripción del producto el iPhone 13 de 128 gb tienes 4 de RAM no 6 cómo está publicado en falabella,bueno celular único descripción producto iphonar ram cómo publicado falabella,0,"['bueno', 'celular', 'único', 'descripción', 'producto', 'iphonar', 'ram', 'cómo', 'publicado', 'falabella']",1,-1,Bateria,"17,14,133,30,3,34,232,209,597,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,4 de 5 estrellas.,hace 2 años,El producto no biene el enchufe solo el cable entonces como se carga el celular nada que ver el celular es carisima y no trae enchufe que mal,producto bienir enchufe solo cable entonces carga celular ver celular carisimo traer enchufe mal,-1,"['producto', 'bienir', 'enchufe', 'solo', 'cable', 'entonces', 'carga', 'celular', 'ver', 'celular', 'carisimo', 'traer', 'enchufe', 'mal']",1,-1,Bateria,"3,1167,1015,66,131,2039,103,14,170,14,2038,198,1015,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Obviamente con Apple te vas a la segura de que cuentas con un equipo de buena calidad, teniendo en cuenta que esta es la versión 13 básica,",obviamente apple vas seguro cuenta equipo buen calidad contar versión básico,1,"['obviamente', 'apple', 'vas', 'seguro', 'cuenta', 'equipo', 'buen', 'calidad', 'contar', 'versión', 'básico']",0,0,Rendimiento,"504,55,403,142,510,8,1,2,406,248,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Feliz con mi celular, tamaño perfecto, rápido, mejor compra   O mejor compra, y como siempre Falabella cumpliendo con las fechas de entrega",feliz celular tamaño perfecto rápido mejor compra mejor compra siempre falabella cumplir fecha entregar,1,"['feliz', 'celular', 'tamaño', 'perfecto', 'rápido', 'mejor', 'compra', 'mejor', 'compra', 'siempre', 'falabella', 'cumplir', 'fecha', 'entregar']",0,1,Rendimiento,"107,14,7,16,10,32,22,32,22,112,78,19,102,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 21 días,"La verdad si es lo que esperaba, el color es maravilloso y el tamaño es ideal, es justo lo que esperaba, incluso es muy útil para trabajar.",verdad esperar color maravilloso tamaño ideal justo esperar incluso útil trabajar,1,"['verdad', 'esperar', 'color', 'maravilloso', 'tamaño', 'ideal', 'justo', 'esperar', 'incluso', 'útil', 'trabajar']",0,1,Rendimiento,"143,42,13,182,7,127,150,42,287,364,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente celular, destacando en la calidad de sus fotos y su gran procesador ideal para la vida de hoy en día . El color azul es hermoso.",excelente celular destacar calidad foto gran procesador ideal vida hoy día color azul hermoso,1,"['excelente', 'celular', 'destacar', 'calidad', 'foto', 'gran', 'procesador', 'ideal', 'vida', 'hoy', 'día', 'color', 'azul', 'hermoso']",2,1,Camara,"6,14,742,2,4,160,140,127,571,482,28,13,444,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente iPhone, rápido, buena capacidad de almacenamiento y las cámaras muy buenas. Pase del 11 al 13 y se nota el cambio. Lo recomiendo",excelente iphone rápido buen capacidad almacenamiento cámara buena pase nota cambio recomeir,1,"['excelente', 'iphone', 'rápido', 'buen', 'capacidad', 'almacenamiento', 'cámara', 'buena', 'pase', 'nota', 'cambio', 'recomeir']",1,0,Bateria,"6,35,10,1,96,152,20,68,628,347,183,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"El iPhone 13 es un excelente producto de buenas características:En base a la seguridad, calidad y avances tecnológicos!Le pongo un 10.",iphonar excelente producto buena característicar base seguridad calidad avance tecnológicosle poner,1,"['iphonar', 'excelente', 'producto', 'buena', 'característicar', 'base', 'seguridad', 'calidad', 'avance', 'tecnológicosle', 'poner']",2,0,Camara,"34,6,3,68,1161,1159,202,2,1154,1151,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Las características que describe el producto en la app, y como viene son iguales y viene en un buen estado. No tengo ningún inconveniente",característica describir producto app venir igual venir buen ninguno inconveniente,0,"['característica', 'describir', 'producto', 'app', 'venir', 'igual', 'venir', 'buen', 'ninguno', 'inconveniente']",2,-1,Camara,"53,205,3,540,26,9,26,1,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 7 meses,"Muy buena Resolucion de la cámara, una excelente nitidez de la pantalla y lo mejor el procesar, rápido cada vez al iniciar una aplicación",buen resolucion cámarir excelente nitidez pantalla mejor procesar rápido cada vez iniciar aplicación,1,"['buen', 'resolucion', 'cámarir', 'excelente', 'nitidez', 'pantalla', 'mejor', 'procesar', 'rápido', 'cada', 'vez', 'iniciar', 'aplicación']",1,0,Bateria,"1,501,2028,6,389,38,32,772,10,254,199,602,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Excelente equipo como la mayoría de los iPhone. Es rápido, liviano, cómodo de usar, buena cámara, modo cine le da un plus a los videos.",excelente equipo mayoer iphonar rápido liviano cómodo usar buen cámara modo cine plus video,1,"['excelente', 'equipo', 'mayoer', 'iphonar', 'rápido', 'liviano', 'cómodo', 'usar', 'buen', 'cámara', 'modo', 'cine', 'plus', 'video']",1,0,Bateria,"6,8,1147,34,10,121,158,80,1,20,280,411,1146,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"La batería es sorprendente me dura casi todo el día, el tamaño es ideal, llevo casi dos meses con el celular y ah funcionado súper!!!",bateer sorprendente duro casi día tamaño ideal llevar casi dos mes celular funcionado súper,1,"['bateer', 'sorprendente', 'duro', 'casi', 'día', 'tamaño', 'ideal', 'llevar', 'casi', 'dos', 'mes', 'celular', 'funcionado', 'súper']",1,1,Bateria,"37,710,41,200,28,7,127,206,200,257,124,14,474,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Muy contenta, excelente gráfica,  muy buena cámara entrega el el mismo de la compra, era un regalo para mi sobrino. Muy recomendado.",contentar excelente gráfico buen cámara entrega mismo compra regalo sobrino recomendado,1,"['contentar', 'excelente', 'gráfico', 'buen', 'cámara', 'entrega', 'mismo', 'compra', 'regalo', 'sobrino', 'recomendado']",0,0,Rendimiento,"128,6,624,1,20,29,95,22,101,1013,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 8 meses,"Buscando subir de categoría, este iPhone 13 no decepciona. Bien dotado y con muy buen tamaño, satisface plenamente las expectativas.",buscar subir categoría iphone decepcionar bien dotado buen tamaño satisfacer plenamente expectativa,1,"['buscar', 'subir', 'categoría', 'iphone', 'decepcionar', 'bien', 'dotado', 'buen', 'tamaño', 'satisfacer', 'plenamente', 'expectativa']",0,-1,Rendimiento,"292,563,1144,35,243,12,1143,1,7,1142,1141,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Siempre cumpliendo todas mis expectativas, vino sellado, y hasta el momento cumple con todas las características y sin ninguna falla",siempre cumplir todo expectativa venir sellado momento cumplir todo característica ninguno falla,1,"['siempre', 'cumplir', 'expectativa', 'venir', 'sellado', 'momento', 'cumplir', 'característica', 'ninguno', 'falla']",0,-1,Rendimiento,"112,19,36,26,59,58,19,53,105,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,Estos teléfonos volvieron a la esencia y se ven a la vista y al tacto muy bien. Al que le guste este sistema operativo le encantará,teléfono volver esencia ver vista tacto bien guste sistema operativo encantar,1,"['teléfono', 'volver', 'esencia', 'ver', 'vista', 'tacto', 'bien', 'guste', 'sistema', 'operativo', 'encantar']",1,0,Bateria,"33,418,1169,170,1186,615,12,1199,167,281,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Buen precio Falabella. Te vas a la segura en la calidad y seguridad con un iPhone. Este con buena memoria y color verde que quería.,buen precio falabella vas seguro calidad seguridad iphonar buen memoria color verde querer,1,"['buen', 'precio', 'falabella', 'vas', 'seguro', 'calidad', 'seguridad', 'iphonar', 'buen', 'memoria', 'color', 'verde', 'querer']",2,0,Camara,"1,24,78,403,142,2,202,34,1,197,13,351,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,Buena resolucion buen porte buena pantalla rapido  lo unico que los volumenes no se manejan por separado hasta ahora una maravilla,buen resolucion buen porte buen pantalla rapido unico volumen manejar separar ahora maravillo,1,"['buen', 'resolucion', 'buen', 'porte', 'buen', 'pantalla', 'rapido', 'unico', 'volumen', 'manejar', 'separar', 'ahora', 'maravillo']",1,-1,Bateria,"1,501,1,1197,1,38,65,650,424,350,1196,62,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 6 meses,"El producto fue mejor de lo que esperaba, el tamaño es ideal para llevarlo a cualquier lado, es fluido y la camara es sorprendente",producto mejor esperar tamaño ideal llevar él cualquiera lado fluido camarar sorprendente,1,"['producto', 'mejor', 'esperar', 'tamaño', 'ideal', 'llevar', 'cualquiera', 'lado', 'fluido', 'camarar', 'sorprendente']",1,1,Bateria,"3,32,42,7,127,206,373,656,222,147,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,La descripción del producto se condice con lo recibido. Bien embalado y protegido. Tiempo de despacho rápido. Grata experiencia.,descripción producto condizar recibido bien embalado protegido tiempo despacho rápido grato experiencia,1,"['descripción', 'producto', 'condizar', 'recibido', 'bien', 'embalado', 'protegido', 'tiempo', 'despacho', 'rápido', 'grato', 'experiencia']",0,0,Rendimiento,"30,3,1195,651,12,554,427,40,223,10,1193,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 2 años,"Muy buen producto, en tamaño, calidad, claridad, un muy buen tablet, lo recomiendo totalmente.  Cumplió todas mis expectativas.",buen producto tamaño calidad claridad buen tablet recomeir totalmente cumplir todo expectativa,1,"['buen', 'producto', 'tamaño', 'calidad', 'claridad', 'buen', 'tablet', 'recomeir', 'totalmente', 'cumplir', 'expectativa']",0,0,Rendimiento,"1,3,7,2,1192,1,1191,45,89,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace 3 meses,"El producto se nota que es original, empaque sellado artículo nuevo en buen estado . Nada que decir seguiré en la línea iPhone",producto nota original empaque sellado artículo nuevo buen decir seguir línea iphone,0,"['producto', 'nota', 'original', 'empaque', 'sellado', 'artículo', 'nuevo', 'buen', 'decir', 'seguir', 'línea', 'iphone']",0,1,Rendimiento,"3,347,87,652,59,740,60,1,71,148,654,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
Celular Apple Iphone 13 128gb,Desconocida,Desconocido,5 de 5 estrellas.,hace un año,"Mi hijo fascinado con su celular rojo, por tener 5G es muy rápido, su formato es más elegante...lo cuida con su vida jajajaja",hijo fascinado celular rojo tener rápido formato elegantelo cuidar vida jajajajo,1,"['hijo', 'fascinado', 'celular', 'rojo', 'tener', 'rápido', 'formato', 'elegantelo', 'cuidar', 'vida', 'jajajajo']",0,0,Rendimiento,"251,372,14,531,139,10,1190,1189,1188,571,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
